Per	M
0.08800000000000001	1.3826210376877923
0.096	1.4392860879096387
0.107	1.1864917414937486
0.11199999999999999	1.475835343214835
0.126	0.9769207813768147
0.127	2.414319796660641
0.128	0.5436939842192923
0.128	1.4974284822157489
0.13	1.7109520134191145
0.132	1.4697028121785083
0.133	1.3855666779816769
0.134	0.5317550990449967
0.138	0.4888732956442783
0.139	2.3240026395974422
0.141	0.9355961221077278
0.14300000000000002	0.7208217659865787
0.14800000000000002	0.6787020014770407
0.14800000000000002	0.7302309637924178
0.149	0.7846100671862498
0.154	1.4212325489302708
0.158	0.7629037895412679
0.158	1.3446981647412861
0.16399999999999998	1.0633396088524611
0.179	0.8439874065097626
0.182	0.7746882899272536
0.18600000000000003	1.1705974608412553
0.187	1.9498487141704404
0.195	0.8397915412351437
0.195	0.831444832182742
0.198	0.5952287750607964
0.203	0.7786459261030106
0.237	0.8503093878702308
0.24100000000000002	0.9862738855677524
0.244	0.8481983003022069
0.254	1.090756985598626
0.259	0.5317550990449967
0.263	0.8108399296157204
0.27399999999999997	0.6333609990070549
0.278	0.6592271912303418
0.289	2.271580617365327
0.29600000000000004	0.5589199365010595
0.297	2.2836155049259843
0.303	1.3046257443259963
0.319	1.7723165978423432
0.32	0.9087375835359959
0.325	1.0510343525313661
0.331	0.8128836251695428
0.336	0.8503093878702308
0.337	1.3562935250195867
0.337	1.601940586367635
0.33799999999999997	0.9176292358411527
0.353	1.1679623763483333
0.359	0.8190370801321377
0.36	0.9653164233028051
0.368	0.990973681033386
0.382	1.2487545469290082
0.382	1.0608707104546036
0.384	0.9538085556494376
0.387	0.990973681033386
0.39299999999999996	0.9839298012172415
0.395	0.6840881559675009
0.39799999999999996	1.2597997250607071
0.40399999999999997	1.2295803537970098
0.406	1.0004198260984378
0.413	0.7826183257244813
0.419	0.6148943395107658
0.42700000000000005	1.0510343525313661
0.451	0.7378237508065283
0.46	0.9492323771624647
0.46399999999999997	0.8272939561860011
0.467	2.208028266369465
0.48	0.7004400633645215
0.503	0.7707453999820378
0.511	0.7226963478030676
0.513	1.0339715434731567
0.513	1.0315496434681688
0.517	0.7946242762710748
0.52	0.9584001377488673
0.528	1.0267175606607384
0.5429999999999999	1.1891547628961705
0.5479999999999999	1.202529839595113
0.56	1.7861360517959168
0.57	1.2961420918952682
0.58	2.2436451112423628
0.5820000000000001	0.6787020014770407
0.596	1.3389248593758094
0.596	1.8035039680781908
0.597	2.3240026395974422
0.623	0.831444832182742
0.624	1.1496283079993348
0.629	1.0983171767665325
0.631	0.9423969603654172
0.636	0.9745921801619833
0.6509999999999999	0.618220509150021
0.654	1.2542690836734351
0.662	1.0461396932345128
0.691	2.2555924565902674
0.691	1.105912897252275
0.698	0.9423969603654172
0.6990000000000001	1.2377737490861445
0.716	1.0658124339032375
0.716	1.0682891871416442
0.728	0.9933293955181816
0.7390000000000001	0.9653164233028051
0.7390000000000001	0.8780966829230616
0.754	0.7707453999820378
0.755	0.6505169469230508
0.765	1.0243073746506648
0.7659999999999999	1.9171239830520688
0.7659999999999999	0.7531844144161252
0.7809999999999999	2.4101707949205773
0.809	0.8149310473985291
0.831	2.122387557268566
0.8320000000000001	1.6807741633027022
0.852	0.9815895902005437
0.8590000000000001	0.8780966829230616
0.873	0.9980524663801699
0.8740000000000001	1.1944927957491398
0.877	0.5776381655194748
0.879	2.2516058386939566
0.882	1.2241381686437465
0.9009999999999999	1.100845133934227
0.914	0.9469500598739004
0.9329999999999999	1.126342149992934
0.9329999999999999	1.1679623763483333
0.9520000000000001	1.1864917414937486
0.971	1.0832322838555477
0.9840000000000001	1.3855666779816769
0.9940000000000001	1.0633396088524611
1.006	1.3159939411138146
1.033	0.6574780648299965
1.044	1.0882448103959868
1.071	1.8174732084351544
1.077	1.2323074686557982
1.087	0.6967811748022102
1.101	1.2460033148159742
1.109	1.2295803537970098
1.111	1.5349138008639205
1.1340000000000001	1.997714388697877
1.139	1.4302409141770682
1.165	0.9862738855677524
1.185	0.8335258867840136
1.185	1.121211083819109
1.2309999999999999	1.7278627281164118
1.24	0.9722674454653643
1.275	1.4212325489302708
1.2819999999999998	2.001425575927415
1.288	1.3475909095677976
1.329	1.3679539393480245
