,alpha_per,hyades,h_per,m34,m35,m37,m50,ngc2301,ngc2516,ngc2547,ngc6811,pleiades,praesepe,usco,ngc6819,m67
age,70000000,600000000,13000000.0,220000000,148000000.0,550000000.0,130000000.0,210000000.0,150000000.0,38500000.0,1000000000.0,125000000.0,790000000,8000000.0,2500000000.0,4200000000.0
