Per	Mass
2.0621	0.3992930374850241
0.5297	1.9999954400576487
4.1103	1.3283623470981916
3.497	0.3586116649878585
0.3829	0.6565917044173302
3.9016	1.4199975620109735
5.2099	0.664756271758768
0.4997	0.9507507899401471
0.0501	1.6700544933672437
3.0932	0.2680481275659389
29.7371	0.26216405389182557
4.7031	1.0317380332741448
1.0026	0.1499998321268575
1.0099	0.3571727488252633
1.0285	0.9609902256112757
1.0897	0.17763862846844114
1.4063	0.1499998301843972
3.1808	0.3992930374850241
3.7228	1.5103362455377292
2.8655	0.3992930374850241
0.2951	0.154493847587365
0.555	0.18202744233719445
1.5218	0.8465303108604417
1.7005	0.1499998309621338
1.5054	0.09999989131243875
0.6164	0.24294993305429585
0.4201	0.5003631463176647
2.3892	0.4750579609995269
0.8346	0.19999976850922555
1.9675	0.35838817167400555
4.6706	0.4889116382558214
0.4594	0.7443015567349723
1.386	0.5395887751932685
5.567	1.0273629273911602
2.9991	0.4279612124171767
0.369	0.37866073008796125
1.806	0.16029330431304428
4.2616	0.4707791314174536
2.6359	1.2081103415890477
0.3472	1.7914390077306777
8.1549	0.970843083092987
5.8908	1.559451904309106
0.9066	0.9068777811878104
0.35	1.2326218750131241
0.4205	0.42691533094484835
2.1802	0.46683016277636824
2.5385	1.4161002379044036
0.9991	0.4961080021890788
0.8995	0.25925105598271964
1.4471	0.2465671816129267
1.1411	0.09999989756100414
5.021	1.84306981473723
0.5034	1.2282940623760272
7.6771	0.5398505012034117
0.4868	0.6069835941148958
8.6218	0.5759534894597806
7.239	1.1599979572073198
1.3178	0.19999976949790693
1.7686	0.28399665267809754
3.0039	1.1999978757607284
0.6137	0.14999983944518913
24.8794	0.09999989840456226
0.466	1.4073377556411522
2.5101	0.24794230494865074
0.907	1.9999954400576487
0.7418	0.31470072288949835
1.4446	0.2465671816129267
3.8671	0.3680622207080835
7.2414	0.71054437323484
0.9672	0.149999834833325
0.803	1.9999954400576487
7.8404	1.0108803332331506
2.15	0.204085594153666
15.7722	0.9609902256112757
4.2512	1.361088006448084
0.9839	0.09999990454759257
2.5265	0.3749812022343646
7.7299	0.4594680407358044
1.5117	0.216241459514857
1.7209	1.4905936652400629
1.5215	0.2819221059227411
0.6905	0.29461983114643553
13.5669	0.4870587856277667
7.117	1.1235958265332602
1.9539	0.3398749256842272
2.2316	0.29461983114643553
1.8469	0.27223467749984315
2.3936	0.4566118845194963
0.0735	1.9999954400576487
0.3588	0.14999983367514358
3.0008	0.3174086070930825
0.3956	0.5182734457763226
2.5649	1.8426805926358951
1.9986	0.15793563930169727
0.6008	0.09999989952742787
3.9066	0.6072826424322197
4.8321	0.4961080021890788
0.5179	0.29820192053409017
2.1199	0.32269101679323603
1.8738	1.9471629837704547
0.944	0.1629897162674506
0.4621	0.9520743703653964
0.8214	0.5993844570945908
3.3984	0.4279612124171767
0.6198	0.19999977097998356
0.5201	0.5010572518647359
1.0092	0.22664723972858186
0.6243	0.8180565160358223
30.7496	0.49128286630816426
4.4834	0.7303041132675946
5.4864	0.970843083092987
0.8621	1.359645790173944
0.4962	0.7140238421356896
0.5255	0.3777146092242811
2.8474	0.4774570245170577
2.3825	0.4889116382558214
0.9675	0.6254601867491199
0.5123	0.24294993305429585
1.6401	0.09999989980797501
3.9311	1.339997652054623
1.6968	0.25925105598271964
0.4478	0.15426968134798003
3.0938	1.2167776140364892
0.9418	0.35838817167400555
0.761	0.2474721366522923
1.423	0.37866073008796125
1.5296	0.37643854095150797
2.7236	1.370645708474142
3.1612	0.8952717199414828
1.1283	1.7234446359235152
0.5312	0.3199850601497246
1.4821	0.17763862846844114
10.0434	0.6565917044173302
9.7615	0.760761552778506
7.0792	0.4011022329188201
9.6432	0.4011022329188201
4.3922	1.2999978034558815
1.7579	0.2451431569640839
2.0262	0.40659909272040645
0.325	0.6303310703680308
1.816	0.4566118845194963
0.1025	1.3599976599098529
0.5716	0.09999989530126574
8.1047	0.8657038466628569
2.3962	1.3620841569949926
1.8686	0.2974010913665021
2.6666	1.953758761090374
1.9313	0.43632763229783733
1.9886	0.23974815939513533
6.8898	0.4354835762165318
2.5594	0.7741992258493222
0.2639	0.39202863916974573
1.49	1.3599977160799617
0.6493	0.09999989088719724
1.5936	0.09999990232233416
0.5272	0.14999983944518913
4.6547	1.4027131937923707
4.7285	1.4518512568640587
1.9751	0.3110661098980144
1.7739	1.7599952245029478
0.7299	0.45179756525570575
15.0634	0.6073552999445458
2.8752	1.2369708108769342
2.6268	0.22664723972858186
0.4224	0.16480032526430807
2.6411	0.42904406382735627
1.1282	0.16621248597842408
3.6335	0.7443015567349723
6.1879	0.8465303108604417
0.4837	0.16480032526430807
3.519	1.6315293847807626
0.9397	0.2465671816129267
1.3517	0.1780139730828666
0.2552	1.9471629837704547
0.2543	0.2830796486987288
9.0908	0.5300197521353837
1.0184	0.3250540950960247
1.5002	0.8807199566889592
0.4951	0.09999990092723818
0.8951	0.9418006539516459
1.435	0.1907497642163553
0.4513	0.16073276668376288
6.6977	0.4631342588321785
1.2901	0.2451431569640839
1.5945	0.14999983714372492
1.9654	0.2974010913665021
2.3026	0.23538142227965875
0.7863	0.2967117439062102
0.2621	0.24794230494865074
1.954	1.5568412413750317
3.1006	0.38031422274730015
1.575	0.20948768531380002
1.866	0.6337710227156557
1.7049	0.1945444902531194
4.1734	0.760761552778506
1.7175	0.22694225586342734
4.1674	0.1499998309621338
1.5654	0.3992930374850241
1.9005	0.25581545828376606
19.6837	0.5182734457763226
0.7107	0.9013993774551812
0.3454	0.09999990454759257
0.8336	0.3199850601497246
1.4806	0.19999976949790693
5.5706	0.7443015567349723
7.5153	0.45636340275902904
0.8547	0.3250540950960247
9.2188	0.7949159488982634
4.4275	1.0980439027169961
2.4213	1.480862077321579
7.6483	0.633346871909447
1.3072	0.1499998301843972
0.7729	0.9013993774551812
10.5026	0.4631342588321785
2.6885	0.2166156169154095
4.6185	0.9124788688225136
5.602	0.7303041132675946
1.904	0.4611375026142099
12.9396	1.08525344223444
1.6102	0.6510218843430178
2.9615	0.4354835762165318
1.0318	0.43864798803111094
1.461	0.2451431569640839
1.7281	1.3599976599098529
3.8798	1.4161002379044036
3.8303	0.4750579609995269
6.7346	0.9068777811878104
3.7652	0.3231215552188002
2.3362	0.5084126590469905
1.6268	0.22664723972858186
1.6063	0.1780139730828666
1.7283	0.4566118845194963
2.4474	1.258268983273371
1.0516	0.970843083092987
4.9868	1.4199975620109735
2.2318	0.18202744233719445
1.0926	0.7443015567349723
0.8042	0.2465671816129267
2.3011	0.09999989388163355
17.6813	0.4707791314174536
6.8925	0.6149058346690578
0.9063	0.09999989088719724
7.0065	1.0009101621282066
4.8923	0.5558816617630353
9.3461	1.1123760543197618
1.648	0.9013993774551812
2.0777	0.387135465360031
2.5116	0.4889116382558214
1.6489	0.09999990510212461
1.7132	1.6120113347876486
10.2495	0.9068777811878104
6.6342	1.0175485468483074
3.1147	0.2474721366522923
8.175	0.6069835941148958
1.6609	0.25581545828376606
2.4549	0.3586116649878585
7.4111	0.8122879374559919
