Per	Mass	Tau
0.4225	0.9890663435068731	2880047.8119649407
0.5582	1.0072151304746733	2656916.2136825374
0.2788	0.9659123930295667	3226948.5119231106
0.3577	0.7419062042848866	5763940.026279127
0.0909	1.6425949514526736	216662.28558283
0.9432	1.244913998749376	435876.06074693473
0.1187	1.0999735766312833	1778587.7921048647
0.0786	0.9922819366000907	2831870.6555047003
0.0997	0.8817254394436822	3973098.0238587824
0.0411	0.8720948372287302	4081651.269918932
0.0439	0.7981108780472245	5577127.157960748
0.49	0.952137896424604	3433322.9065870517
0.2894	0.7690112045312464	5559362.98582645
0.3347	0.7159310227779886	6458206.437152939
0.3545	0.6735248432798252	7294451.160771269
0.2527	0.4995840054509253	12661362.432762768
7.8927	0.8336047172021083	4739649.867887536
8.4122	0.7573495376166035	5552244.01047675
1.184	0.531283663317597	11833273.711787771
20.4311	0.7271304669784265	6158866.933913867
0.0	0.5785120597058835	9684747.78587039
6.0482	1.1379143547333477	1297864.9868609011
19.9936	0.6517821902948534	7631483.914905159
7.1817	0.5426976522625305	11535106.597606702
16.1244	0.5809685912744899	9541766.222764509
17.3706	0.6155963669598202	8192400.179706796
8.5179	0.637127028957899	7858653.496790322
5.59	0.6743107223033784	7282269.253995346
10.6738	0.7111312609778011	6586494.795683964
9.3529	0.7497175813322507	5555157.011414904
0.6062	0.40926911899603924	17549133.312791303
6.4037	0.8759758261810243	4037905.9319543936
4.5952	0.6796372356852387	7199702.996958534
9.6279	0.5874878481296376	9162315.15144505
8.7596	0.5049134129965445	12522142.561792292
1.7006	0.5829527129260567	9426281.11410206
12.2325	0.6409106599366406	7800003.452093706
0.6915	0.23318709073341512	32300571.029383913
22.5018	0.47639465665464364	13267136.736880586
11.4843	0.49727556348930424	12721665.757154593
19.677	0.6650548138037518	7425745.044911782
13.8431	0.6668012116338702	7398674.140965282
3.8001	0.495281909067905	12773745.900947515
0.778	0.24867344232976393	31037970.869444285
13.7874	0.5753941542534213	9866224.3851971
7.8523	0.8022290368931428	5522490.885786305
14.2285	0.6273976921554199	8009467.897438771
4.1487	0.5193776920905548	12144292.856752492
6.3549	0.694306977458232	6972307.403807955
0.0	0.6833046711284871	7142854.098670887
2.7653	0.5094396499919494	12403903.878582552
7.9702	0.4710432684708857	13406930.807061639
2.4271	0.4799622487771481	13173940.69009324
15.3253	0.6641816148886928	7439280.496885029
0.3615	0.4338399032710695	15381925.902877796
8.8681	0.7431296729790523	5731239.072143761
0.3834	1.1286475141845498	1415279.067626004
8.224	0.7789290707857559	5565417.441497691
0.0937	0.9978199024828556	2748898.886045379
11.925	0.6381179799285218	7843292.77079835
3.7851	0.5455511494987634	11460564.819061447
1.2623	0.47849324025611706	13212315.532888025
11.6276	0.552718478235516	11186054.198482182
7.7914	0.6661026525018227	7409502.502543884
11.1309	0.6538778676909951	7598998.830169365
7.2246	0.8674951466186038	4133497.5963954213
7.5696	0.7521181356362027	5549050.45144137
8.4775	0.722989496013559	6269547.086372004
8.9897	0.6890677839678775	7053520.115647444
17.5622	0.44184734636069944	14675648.488039954
6.135	0.5633949423606132	10564634.328060452
0.7114	0.42111574712864336	16504229.740154415
8.0578	0.5999594699394857	8436408.754138246
7.2968	0.5236087397166937	12033765.392012965
3.2445	0.4275875162010836	15933402.788436193
3.8303	0.5481094573657316	11393734.258986373
1.535	0.2498259150067014	30944009.927309252
3.5311	0.5540412260032271	11109064.126040554
5.9838	0.6751839212184374	7268733.8020220995
10.6487	0.4634883675055812	13604287.141434865
10.346	0.760728151395612	5554306.517353766
1.5875	0.30239750793056347	26657855.036598984
7.3099	0.8084033675563529	5368437.834071287
10.2385	0.6906395420149839	7029156.302095596
7.4366	0.8005909491661685	5563362.103588256
10.1172	0.7276951448372722	6143774.185851392
0.4335	0.8414171355922927	4544725.598370567
0.3754	0.9768824598629132	3062591.07897422
11.9897	0.5936291770511537	8804861.243680336
16.0959	0.5731265866516307	9998207.36652561
2.1736	0.2646438951885304	29735901.998778783
7.3992	0.6561481848701487	7563806.655038919
11.6559	0.6730882438222955	7301218.886757896
9.1652	0.5499789900377463	11344896.542008445
6.657	0.8769820085019892	4026564.548037665
4.7953	0.5969360464704316	8612386.062576257
17.7397	0.8541272957829241	4284175.982717719
13.8894	0.5180001417006488	12180278.542946767
5.9267	0.685313028633123	7111722.559132417
7.4199	0.7976749278821913	5576861.028041134
0.8508	0.5160322125722121	12231686.666081432
0.1683	0.8663452239660723	4146459.1780145434
13.2538	0.8125615902479026	5264687.819650966
6.8776	0.8436852570604108	4488134.681414028
16.648	0.6671504911998937	7393259.960175985
7.7507	0.8706574339130654	4097853.246942838
6.5146	0.9946043093896374	2797076.042505628
5.1163	0.6585931418323144	7525907.38951382
11.3465	0.6829553915624637	7148268.279460184
9.2732	0.5646232081449162	10493143.54650752
7.1813	0.9145651557797229	3679286.485815488
10.6496	0.7524450982599777	5549250.048881082
13.1295	0.6250554444066749	8045775.067965249
10.9492	0.6384783257360211	7837707.052255813
9.5886	0.7212954624370218	6314825.330559436
3.626	1.0360468167993393	2419402.742381578
17.6244	0.6625225369500802	7464997.855634205
0.6253	0.7655236032109793	5557233.94646953
11.0855	0.5006823653704056	12632670.02653182
2.2552	0.3810622506155217	20037052.846838713
9.324	0.4065268439653441	17791009.13979056
0.6477	0.45404474129895056	13850982.5594014
8.5917	0.5931567671341141	8832357.698123768
7.6136	0.7455766103673832	5665837.163873041
14.7016	0.7548428241676616	5550713.763438964
7.8315	0.8285644472729573	4865407.461124284
21.6329	0.8909248206639343	3869405.37090581
12.354	0.48499884942068466	13042369.800511083
9.5956	0.6542271472570188	7593584.649380064
0.0	0.5678355955807863	10306167.65629212
0.8248	1.0231843938010448	2525362.5083579654
0.3699	0.7550607992501781	5550846.828398772
6.6191	0.8431812300674955	4500710.440737708
7.145	0.8955245112740612	3817559.0444293143
10.5843	0.6364063373429006	7869824.933875389
7.1776	0.8002129289214825	5572793.923081002
1.3872	0.4353755772882588	15246475.439758211
12.9987	0.3994394241303127	18416138.09830156
16.6454	1.0035185309279873	2687368.5493682167
7.7057	0.9619074479951705	3286952.0191901634
1.2649	0.9144078377868003	3680235.717281365
4.5267	0.6672378110913997	7391906.414978659
0.0	0.6822568324304161	7159096.641038787
1.4947	0.4726172061719909	13365814.904067213
16.7056	0.6499193051241214	7660360.488530325
4.0253	0.7340007142610482	5975238.499153763
5.7893	0.6864481872227001	7094126.47156719
8.926	0.7335301493786769	5987815.789205823
5.1135	0.8539835554513575	4285796.180420111
3.3898	0.5801182534238184	9591259.8407627
11.503	0.6792006362277092	7206470.722945157
12.1634	0.36193716887629257	21723935.056072053
6.6895	1.0421329694887482	2369265.4304029685
7.3153	0.5383682081799692	11648204.468502978
17.4077	0.8187359209111122	5110634.767935958
17.934	0.68260611199644	7153682.4602494845
12.7822	0.5474206821707785	11411727.102083508
11.2031	0.5782286137556596	9701245.658536458
0.4443	0.26515614630347345	29694138.234367747
7.4529	0.8313365957339902	4796240.784844076
11.6771	0.6220825914948063	8091857.245941164
