Per	Mass	Tau
2.758	0.3889023565326579	33331744.435546465
9.523	0.4149668854774179	28332476.05653882
3.213	0.7078224374319628	12365382.179851897
0.991	0.757892482524894	10529124.185193406
3.071	0.5137913526534097	20970160.55160955
14.467	0.7254434507512967	11873249.40436509
1.12	0.30347651926927477	62181094.826510176
0.375	0.5911429759489648	17327498.823830273
0.49700000000000005	0.6473198395890519	13255024.829724146
3.312	0.5252685754318133	20760957.212251157
10.312000000000001	0.22697994991947415	51130935.60057987
1.47	0.2617311351146496	55973635.999642864
1.0659999999999998	0.27622658028373404	58769694.39393171
2.408	0.2606161008708737	55758554.58469753
24.291	0.4601999415634825	24549813.006580047
0.401	0.5482230209886204	20342550.533534374
6.412999999999999	0.4487523858603719	25507127.186017983
11.651	0.5285477819399285	20701184.82957733
1.1440000000000001	0.1962258668770779	47684367.40121346
7.297999999999999	0.5187101624155828	20880501.97759881
8.104	0.4667159837830754	24004901.955486618
2.2319999999999998	0.33722658282813867	50783285.445667125
0.6709999999999999	0.16135748545342746	43776715.38595219
3.4389999999999996	0.5972572146810462	16884254.45921627
0.97	0.28514685423394015	60490345.71349414
0.9329999999999999	0.20335134097141666	48482909.57803928
1.068	0.4318596356688949	26919801.6212784
4.713	0.4797480682222601	22915079.85329985
1.063	0.2286677077014782	51320080.31647562
8.594	0.6643196152632054	12924214.678071622
1.8430000000000002	0.14160514804149804	41822766.17299093
5.702999999999999	0.3453265980822663	48047811.194264695
6.766	0.7148708427596964	12168529.069657175
0.473	0.09999986258531919	38447079.64280426
0.865	0.30617652435398435	61269270.07604257
0.413	0.2252921921374701	50941790.884684116
0.7509999999999999	0.4944091632163432	21689029.988339715
3.4360000000000004	0.502314129875006	21179363.890967943
5.403	0.5621003419715804	19432909.555746622
0.643	0.2067268565354251	48861199.00983082
0.807	0.2572709981395468	55113310.33986169
2.116	0.6663796619845047	12904564.87495508
5.1370000000000005	0.46508697322817705	24141129.718259983
0.9390000000000001	0.09999986258531919	38447079.64280426
0.486	0.3331765752010753	52151022.57136819
1.273	0.3752569531617888	37939964.09932937
1.4909999999999999	0.22613607102847197	51036363.24263198
5.4879999999999995	0.799998432121885	7017591.8665752765
0.8009999999999999	0.2561559638957709	54898228.92491636
0.7190000000000001	0.20925849320843104	49144916.08367443
1.4809999999999999	0.18354645545029594	46263403.03202754
1.963	0.4369274607263381	26495999.29070027
5.857	0.5514004241904387	20208587.19382108
1.825	0.6486660088824043	13157435.909951668
0.536	0.6818300123942505	12757191.351581007
6.8420000000000005	0.3999993530935258	29584152.9301247
5.144	0.6643196152632054	12924214.678071622
0.784	0.13987609370652548	41682477.609817035
6.707000000000001	0.7465886667344975	11282690.073780918
1.251	0.2606161008708737	55758554.58469753
10.162	0.36464386165111284	41524134.94893829
5.1770000000000005	0.6838900591155499	12737541.548464462
1.7519999999999998	0.31697654469282055	57621971.07417288
0.8590000000000001	0.1970183300912516	47773177.67428756
2.755	0.36464386165111284	41524134.94893829
0.22699999999999998	0.1550177797400366	43066233.20135925
5.654	0.2999995355370347	63355312.17370238
4.695	0.585028737216884	17770743.188444234
0.42200000000000004	0.13123082203166314	40981034.79394757
3.5439999999999996	0.5544575435564791	19986965.011514094
0.34700000000000003	0.7670500061257579	9765409.252089104
0.7	0.18513138187864364	46441023.578175776
0.7559999999999999	0.1764142865227311	45464110.57436047
4.561	0.6859501058368495	12717891.745347919
5.367999999999999	0.7104655894298628	12291562.263528878
4.164	0.3999993530935258	29584152.9301247
8.498	0.3752569531617888	37939964.09932937
0.37	0.09999986258531919	38447079.64280426
1.328	0.24638916441252134	53306099.833381064
0.265	0.1364179850365806	41401900.48346925
0.8859999999999999	0.18196152902194823	46085782.48587931
1.389	0.27734161452750994	58984775.808877036
0.39299999999999996	0.24132589106650915	52738665.68569381
1.421	0.40483123536253207	29180080.71769504
0.46299999999999997	0.18671630830699137	46618644.124324016
0.284	0.2751115460399585	58554612.97898645
0.8859999999999999	0.14967406827136967	42477446.134469114
3.167	0.6756498722303521	12816140.760930637
2.333	0.5559861032394996	19876153.920360588
0.23800000000000002	0.38283773281227124	35379842.06389456
1.038	0.20081970429841073	48199192.50419567
4.301	0.27957168301506136	59414938.63876762
0.402	0.2684213405773039	57264124.48931462
1.624	0.27734161452750994	58984775.808877036
2.289	0.503953733129064	21149477.699631024
0.188	0.14909771682637876	42430683.28007781
0.24	0.7483507680664311	11233476.796232233
2.0709999999999997	0.32777656503165675	53974672.07230319
0.294	0.4569419204536863	24822268.532126736
4.493	0.5559861032394996	19876153.920360588
0.586	0.09999986258531919	38447079.64280426
0.55	0.24638916441252134	53306099.833381064
0.853	0.14563960815643387	42150106.15373003
1.4240000000000002	0.35251461421034	45620330.205634296
1.038	0.19939571973377332	48039608.49350993
0.518	0.1716595072376877	44931248.93591573
0.456	0.11105852145698403	39344334.89025212
1.074	0.2561559638957709	54898228.92491636
0.882	0.2202289187914579	50374356.73699686
0.6859999999999999	0.21516564544544542	49806922.58930957
0.513	0.48789312099675086	22233941.0394331
1.989	0.18988616116368678	46973885.21662049
5.087	0.6828600357549002	12747366.450022735
1.25	0.2862618884777156	60705427.12843938
0.38299999999999995	0.1542253165258626	42977422.928285114
2.405	0.3331765752010753	52151022.57136819
0.272	0.6473198395890519	13255024.829724146
1.699	0.42172398555400903	27767406.282434624
1.619	0.3196765497775296	56710146.323705465
6.468999999999999	0.4601999415634825	24549813.006580047
4.41	0.7051792854340627	12439202.096174918
2.217	0.46508697322817705	24141129.718259983
6.797999999999999	0.6807999890336007	12767016.253139278
0.551	0.09999986258531919	38447079.64280426
0.981	0.7087034880979295	12340775.541077558
1.555	0.29741223091547314	62856241.277892396
0.624	0.1716595072376877	44931248.93591573
0.609	0.1724519704518617	45020059.208989866
1.4569999999999999	0.6432813317089959	13547791.58904149
0.7120000000000001	0.10126054689214005	38549366.36560006
1.34	0.3767731090918851	37427939.69224247
0.28300000000000003	0.21938503990045571	50279784.37904897
0.499	0.09999986258531919	38447079.64280426
0.846	0.1954334036629039	47595557.128139324
5.577999999999999	0.783838799394008	8365265.208064573
5.263999999999999	0.7639974982588033	10019980.896457206
0.604	0.18196152902194823	46085782.48587931
0.943	0.1550177797400366	43066233.20135925
7.5920000000000005	0.4436845608029287	25930929.51659612
1.101	0.1510554636691672	42622181.83598864
0.9209999999999999	0.2940671281841458	62210997.03305648
1.101	0.35857923793072616	43572232.57728638
11.564	0.3453265980822663	48047811.194264695
2.628	0.7937594499616104	7537907.363868257
1.374	0.23119934437448447	51603797.390319265
0.624	0.16056502223925345	43687905.112878054
0.607	0.18592384509281737	46529833.85124988
2.384	0.2999995345597418	63355311.985190205
4.993	0.4797480682222601	22915079.85329985
