Per	Mass
0.5749	0.24999957110237167
0.3193	0.3499993548789047
0.286	0.20292630023851552
0.499	0.2999994617465199
5.766	0.9363153625782356
7.6495	0.864195556799783
0.3744	0.1885033484914959
0.713	0.11756026354532997
0.8275	0.4558874026615872
0.4725	0.1999996585728523
2.7953	1.2103519299809227
1.8867	0.3874141696828511
0.4939	0.19243048923421213
0.6623	0.39999924216415406
0.549	0.1999996658010079
11.1805	0.6342007762041733
7.551	0.7968522747383812
0.304	0.19243048923421213
0.727	0.2386121218621321
0.4487	0.2999994602436313
3.3876	1.4999729879450039
0.358	0.2499995657006432
0.5602	0.2003773129796858
0.8969	0.3749481408582893
2.1116	1.156993518034313
3.7479	0.5499988231720991
1.7999	0.34999936348193883
0.72	0.34999936538171394
0.7734	0.310492235821384
1.081	0.3999992652104725
0.6961	0.2505435693719242
1.1377	0.41286958903560417
0.3847	0.41286958903560417
0.5572	0.14999975486164077
0.3291	0.1570862225497653
0.482	0.2054752874973452
0.4198	0.14999975315588132
1.2224	0.1321222355731678
0.6702	0.24999956937423204
0.606	0.24999956374209403
0.7654	0.4433575535792268
0.8235	0.29999946462843935
6.8132	0.898053655953477
2.337	0.5466368753462477
4.5487	1.018707399662759
0.534	0.49999900528343244
0.3274	0.10421178918647864
3.7501	0.2999994685767765
4.395	1.0267113504570136
0.3451	0.14425721226303267
8.3247	0.7452281725133979
0.5214	0.23351414734447273
1.4556	0.3924005812126756
0.3446	0.13818972391810033
13.0526	0.5075097579124569
10.0234	0.617051278812286
0.4252	0.24999956847944899
0.3226	0.17672192626334682
0.7308	0.33036728967958173
0.7453	0.2999994617465199
0.5384	0.2499995647485311
0.8393	0.2855559476872592
0.3591	0.47459193979293507
5.4678	0.9712133231904915
0.3868	0.2003773129796858
0.5168	0.19999965714264117
1.5972	0.15512265217840682
11.0063	0.5709152184127431
0.2943	0.19999966063935767
0.2391	0.19999966130889457
0.6486	0.09999983669693442
0.515	0.19999965640566364
7.1503	0.7002001079000088
0.4007	0.19999965566868613
6.842	0.39999926244038575
7.7833	0.5796011023338083
0.2821	0.10057129617951902
0.6995	0.4499991460413316
0.8889	0.5314207741219956
2.2576	0.44999913397062935
3.0135	0.4999989969180158
0.4774	0.5270733166293523
0.7131	0.14999975098912563
0.4656	0.24999956758466593
1.0188	0.2182202237914941
0.6026	0.23606313460330242
2.9794	0.5999987075039241
2.3787	1.2141651353902732
0.4958	0.168867644777914
4.2264	0.5999987075039241
0.9519	0.33036728967958173
1.9793	0.40633645377625666
0.325	0.5564387452109669
1.2913	0.3048136490047562
0.5641	0.16297693366383964
1.551	0.3360458764962095
0.2587	0.529247045375674
0.5634	0.19999966517607118
0.6713	0.25690945633834855
4.8225	0.6415505608006966
0.269	0.48955556949801343
0.4288	0.23096516008564302
0.4436	0.19999965640566364
0.3519	0.16690407440655586
0.6804	0.24999956937423204
1.4585	0.4324689948136472
0.4038	0.29999946732031796
1.4072	1.3165709011026063
0.8174	0.5096834866587786
0.3657	0.2258671855679832
0.9149	0.23096516008564302
6.6996	0.8518835207438938
6.536	0.6268509916076503
0.3437	0.1845762077487793
6.6874	0.8473173698133377
0.3103	0.5969728701759396
0.4336	0.2003773129796858
0.1748	0.13454923091114093
2.0256	0.4839442083586092
0.4164	0.19999966063935767
0.7068	0.4433575535792268
0.2562	0.4999990143068231
0.7703	0.31333152922969787
0.3057	0.2499995702539715
5.0238	1.0539943545765946
0.3642	0.19999966130889457
2.7573	1.1730778291430257
0.2668	0.099999835602183
1.2523	0.2411611091209618
0.777	0.34999934979859415
2.1623	0.4839442083586092
0.5047	0.19635762997692838
0.7217	0.1610133632924815
3.9906	1.0235037447496336
5.4442	0.9648419084995622
0.314	0.3218494094546401
3.0502	0.5999987008311496
0.349	0.7319846240976949
1.3696	0.614601350613445
0.366	0.4041587420231408
0.3049	0.34999934979859415
0.294	0.14999975186055448
1.9343	0.5499988850461519
0.5793	0.19999966391690524
0.3123	0.14999975272664867
4.005	0.4689805786535308
2.3235	0.434646706566763
5.0872	1.2027255191622208
9.4558	0.6342007762041733
5.3638	0.9616562011540976
0.6467	0.3190101160463257
3.0034	0.6121514224146041
4.4858	0.6121514224146041
0.8159	0.3417244633128373
0.7717	0.3218494094546401
2.3969	1.3027351402491174
4.02	1.0123689187238343
0.7814	0.39489378697758787
1.4758	1.071943598941699
4.6762	0.9331361023446344
0.5739	0.5357682316146394
0.5153	0.2999994685767765
3.8818	0.37744134662320156
1.2348	0.4633692175141266
0.4745	0.21057326201500504
2.5292	0.9537877203040325
7.4885	0.5488106040925694
0.6063	0.299999456942649
6.1589	1.1464437374611918
4.0255	1.0363341675791513
2.0541	1.2964664283399594
0.2749	0.4433575535792268
0.6814	0.30197435559644237
0.3103	0.18653977812013742
1.4729	1.0784941888260815
1.1868	1.1019168116812685
0.3489	0.19999966455113444
4.4526	0.3899073754477634
0.4114	0.7499979278357735
0.2991	0.15315908180704868
0.3567	0.7081462369494301
0.5889	1.5999639630390434
0.2177	0.3999992499138265
0.7643	0.5499988457591793
1.08	0.4499991202111323
0.8374	0.9822662011117437
0.347	0.372454935093377
5.8799	0.4783328472192049
0.3982	0.7478768821965384
0.235	0.27282417375441
0.3044	0.1499997552858758
3.8002	0.7499979278357735
0.5332	0.9394946228118367
0.9184	0.34999936538171394
17.2827	0.6579392700802216
9.0574	0.6121514224146041
1.6598	0.4498906888385743
0.3036	0.1499997540131707
0.3152	0.5499988231720991
0.8297	0.29999946732031796
0.6099	0.4019810302700246
1.908	1.2179783407996236
3.9912	1.0411085994646054
0.2858	0.13454923091114093
0.7563	0.3360458764962095
0.8136	0.29999947337894234
5.6763	0.6819780305293336
0.2494	0.3076529424130701
2.3386	1.1019168116812685
0.6325	0.24999957110237167
0.3954	0.3999992565421825
2.7793	1.1019168116812685
0.8002	0.33320658308789564
1.78	0.39999924216415406
0.7571	0.3246887028629539
0.4849	0.36497531779864023
5.8883	0.6513832445031909
0.2388	0.1708312151492721
0.5888	0.299999456942649
0.9368	1.3617115873640206
7.0949	0.8499972161394305
0.0431	1.6399579205757315
0.3337	0.27282417375441
0.4623	0.29999946983323506
2.9317	1.1933307629289487
0.9335	0.32752799627126783
4.3894	0.6342007762041733
0.3473	0.39999926244038575
0.7494	0.349999357190858
0.7676	0.34999934979859415
0.2594	0.12362775189026232
2.0103	0.19999965996982075
0.3403	0.3999992652104725
2.1851	0.44999913397062935
0.1903	0.1499997540131707
0.8545	0.4820737546454744
7.0681	1.540256744929926
1.1468	0.3388851699045234
8.4849	0.8227225163955828
1.2481	0.5499988231720991
1.8128	1.2682891466678654
0.941	0.349999357190858
2.804	0.9060113819912803
0.1212	1.8799288646468113
1.2096	0.3499993548789047
0.2958	0.19439405960557024
2.1929	0.5314207741219956
0.3976	0.7081462369494301
0.5883	0.21567123653266443
0.3279	1.7016678149514721
1.0199	1.1896355388289788
0.3334	0.4970373843505528
0.347	0.19635762997692838
0.8158	0.20292630023851552
1.1394	1.3027351402491174
0.8383	1.4170502565798617
1.5775	1.473025634762736
2.8396	0.6489003453972195
3.7965	0.614601350613445
0.1958	0.2499995647485311
3.0876	1.9998958424577467
2.4271	0.41940272429495173
0.4114	0.2505435693719242
0.6841	0.33320658308789564
0.383	0.4085141655293725
0.5743	0.29828772162010797
0.2103	0.2499995627184854
0.2184	0.14789770526999227
3.9585	0.9854453416524662
5.8529	0.1999996619784315
0.3745	0.29999945861587063
0.5785	0.7998343712132442
0.4336	0.41504730078872004
0.728	0.19999965927208682
9.8931	0.6489003453972195
1.1298	0.48020330093233965
1.1297	0.20292630023851552
7.0484	0.7213897853651331
7.9101	0.6929047398243847
5.0781	0.5738105130530982
6.9551	0.9569631808724235
3.9299	0.6688659793752724
1.986	0.25690945633834855
0.8677	0.39999926244038575
0.4625	0.3499993548789047
1.9819	0.6268509916076503
2.8527	1.159991709445592
5.9772	0.9028207585536839
0.5507	0.22076921105032382
1.3879	0.6244010634088094
0.3079	0.2999994722092197
5.5174	0.4433575535792268
5.9344	0.9092020054288765
0.1807	0.19999965927208682
0.6783	0.3998801985074124
6.3758	0.6391006326018556
0.4397	0.2003773129796858
0.3742	0.14547070993201935
0.6772	0.24999957110237167
0.3797	0.2499995647485311
3.231	1.1019168116812685
1.1143	0.25372651285513637
0.4678	0.24999956169237417
0.1891	0.1284817425662084
0.8915	0.2999994617465199
1.028	0.46523967122726134
0.3224	0.529247045375674
0.9143	0.37993455238811386
3.4241	1.065393009057317
2.3468	0.27600711723762217
5.343	0.8196481597183635
1.3126	1.0155381591932966
9.1276	0.6121514224146041
0.3183	0.2999994602436313
0.7278	0.14183021692505973
4.8107	0.6819780305293336
6.9448	0.5969728701759396
2.9684	0.5767058076934533
0.7424	0.5999987075039241
0.2973	0.24999956847944899
0.9588	0.37993455238811386
4.317	0.9569631808724235
6.1624	1.2141651353902732
7.1797	0.8765075928556715
6.839	1.3617115873640206
2.3141	1.1273428990677867
7.4791	0.697275423542405
0.8702	1.3497922447733997
6.1296	0.8104250896867056
1.8161	1.3280698656367453
0.5243	0.9680276158450268
5.1665	0.6732366630932927
0.2955	0.19999965927208682
0.5017	0.19999966455113444
2.234	0.4558874026615872
1.3443	0.17672192626334682
3.0025	1.0834970778468793
0.2845	0.4839442083586092
7.9111	0.5499988522812634
2.1377	0.3161708226380118
0.0824	0.34999936538171394
0.2261	0.0999998403345843
6.1515	0.8499972161394305
0.6607	0.5140309441514219
3.5941	1.0599942919982153
0.3912	0.19999965996982075
2.6922	0.4708510323666656
0.1212	0.1090657798624245
3.3705	1.071943598941699
0.2824	0.18064906700606306
0.2397	0.24880807089745088
1.2062	0.5314207741219956
0.9133	0.24999956169237417
0.8082	0.20802427475617535
1.1004	0.3550024947389907
0.5265	0.36497531779864023
0.3436	1.9998958424577467
0.3409	0.32752799627126783
