Per	Mass	Tau
2.0621	0.3992930374850241	57318317.702712595
0.5297	1.9999954400576487	15900207.822927218
4.1103	1.3283623470981916	15900207.822927218
3.497	0.3586116649878585	51462990.679973245
0.3829	0.6565917044173302	47952211.2951066
3.9016	1.4199975620109735	15900207.822927218
5.2099	0.664756271758768	44650643.1786292
0.4997	0.9507507899401471	25814254.031515747
0.0501	1.6700544933672437	15900207.822927218
3.0932	0.2680481275659389	48422289.52152417
29.7371	0.26216405389182557	48060116.50780465
4.7031	1.0317380332741448	17736187.47661507
1.0026	0.1499998321268575	43150229.35616901
1.0099	0.3571727488252633	51255885.457776345
1.0285	0.9609902256112757	23568211.074961208
1.0897	0.17763862846844114	44551356.83246128
1.4063	0.1499998301843972	43107272.42490731
3.1808	0.3992930374850241	57318317.702712595
3.7228	1.5103362455377292	15900207.822927218
2.8655	0.3992930374850241	57318317.702712595
0.2951	0.154493847587365	43563167.57045737
0.555	0.18202744233719445	44738741.57204125
1.5218	0.8465303108604417	21367715.83818095
1.7005	0.1499998309621338	43124118.35043279
1.5054	0.09999989131243875	39375953.87149447
0.6164	0.24294993305429585	47564844.49108115
0.4201	0.5003631463176647	55432166.07846523
2.3892	0.4750579609995269	36940267.35256098
0.8346	0.19999976850922555	45476710.482466966
1.9675	0.35838817167400555	51430822.973731376
4.6706	0.4889116382558214	42319661.36960417
0.4594	0.7443015567349723	26672250.188539643
1.386	0.5395887751932685	42458531.272261776
5.567	1.0273629273911602	18678171.481312722
2.9991	0.4279612124171767	55090730.034638576
0.369	0.37866073008796125	54348680.75027437
1.806	0.16029330431304428	43810781.09902002
4.2616	0.4707791314174536	35278794.385642074
2.6359	1.2081103415890477	17010070.602420907
0.3472	1.7914390077306777	15900207.822927218
8.1549	0.970843083092987	21406964.90285707
5.8908	1.559451904309106	15900207.822927218
0.9066	0.9068777811878104	27088790.10460128
0.35	1.2326218750131241	11359256.037290215
0.4205	0.42691533094484835	54495573.92210136
2.1802	0.46683016277636824	33745406.68731859
2.5385	1.4161002379044036	15900207.822927218
0.9991	0.4961080021890788	45114015.2707997
0.8995	0.25925105598271964	47880817.38781895
1.4471	0.2465671816129267	47740086.07984702
1.1411	0.09999989756100414	39562680.39101513
5.021	1.84306981473723	15900207.822927218
0.5034	1.2282940623760272	12356976.835159287
7.6771	0.5398505012034117	42371967.00873778
