5.42   0.41     
4.81   0.42 
4.78   0.43 
5.06   0.43 
6.36   0.45 
4.44   0.46 
7.01   0.46 
4.9    0.49 
11.87  0.5  
13.89  0.57 
17.41  0.58 
18.19  0.62 
17.36  0.63 
18.19  0.63 
18.3   0.64 
18.4   0.65 
18     0.66 
18.33  0.67 
18.7   0.68 
19.62  0.7  
21.29  0.7  
21.75  0.7  
21.25  0.71 
21.54  0.73 
21.29  0.75 
20.82  0.77 
21.68  0.8  
21.98  0.85 
23.28  0.87 
21.23  0.89 






























